contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
9700_9700_SPE2DV20FC8LY_0_SPE2DV17D3000_0,DEPT OF DEFENSE,574.3,2020-06-12,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OWENS & MINOR DISTRIBUTION INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550196628!TRBO REGION 3,4550196628!TRBO REGION 3,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20F3TX8_0_SPE2DV17D6017_0,DEPT OF DEFENSE,83.4,2020-06-12,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OWENS & MINOR DISTRIBUTION INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550197362!TRBO REGION 3,4550197362!TRBO REGION 3,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20F0ELY_0_SPE2DV17D1047_0,DEPT OF DEFENSE,287.36,2020-06-12,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550198671!TRBO REGION 1,4550198671!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE2DV20F0A83_0_SPE2DV17D7009_0,DEPT OF DEFENSE,24306.0,2020-06-12,2020-07-06 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550198696!TRBO REGION 1,4550198696!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE2DP20F5452_0_SPE2DX15D9383_0,DEPT OF DEFENSE,184.95,2020-06-12,2020-06-22 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,DMS PHARMACEUTICAL GROUP INC,ILLINOIS,ILLINOIS,DELIVERY ORDER,8507463382!MORPHINE SULFATE IN,8507463382!MORPHINE SULFATE IN,DRUGS AND BIOLOGICALS,PHARMACEUTICAL PREPARATION MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,t,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DB20FB26X_0_SPE2DB20D2014_0,DEPT OF DEFENSE,39.6,2020-06-12,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,AMERISOURCEBERGEN DRUG CORP,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550199626!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,4550199626!PRIME VENDOR PHARM BRANCH-PHILADELPHIA,DRUGS AND BIOLOGICALS,DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F5Q9Z_0_SPE2DE19D0010_0,DEPT OF DEFENSE,63.9,2020-06-12,2020-06-17 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"HENRY SCHEIN, INC.",NEW YORK,NEW YORK,DELIVERY ORDER,4550200288!SPANDEX LIP RETRACTOR ADULT,4550200288!SPANDEX LIP RETRACTOR ADULT,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F5Q8E_0_SPE2DE19D0004_0,DEPT OF DEFENSE,36.44,2020-06-12,2020-07-06 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,GOVERNMENT SCIENTIFIC SOURCE INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550216692!VACUET 6ML PULL CAP SERUM50PK,4550216692!VACUET 6ML PULL CAP SERUM50PK,LABORATORY EQUIPMENT AND SUPPLIES,ALL OTHER MISCELLANEOUS MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SP47W120F08XG_0_SP47W117D0040_0,DEPT OF DEFENSE,402.2,2020-06-12,2020-06-12 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"JROTC DOG TAGS, INC.",WASHINGTON,WASHINGTON,DELIVERY ORDER,8507460246!EMALL NON-NSN MATERIALS,8507460246!EMALL NON-NSN MATERIALS,"HARDWARE, COMMERCIAL",ALL OTHER MISCELLANEOUS MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE7L120F828X_0_SPE7LX19D0029_0,DEPT OF DEFENSE,1966.89,2020-06-11,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,"8507454496!TIRE,PNEUMATIC,AIRC","8507454496!TIRE,PNEUMATIC,AIRC","TIRES AND TUBES, PNEUMATIC, AIRCRAFT",OTHER WAREHOUSING AND STORAGE,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20FJD54_0_SPE2DV17D7001_0,DEPT OF DEFENSE,40.5,2020-06-11,2020-06-12 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550190658!TRBO REGION 1,4550190658!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_FA821720F0278_0_FA821719D0002_0,DEPT OF DEFENSE,41544.0,2020-06-11,2021-06-10 00:00:00,Department of Defense,Department of the Air Force,"23.3: Communications, utilities, and miscellaneous charges;25.7: Operation and maintenance of equipment;31.0: Equipment",PERGRAVIS LLC,FLORIDA,ALABAMA,DELIVERY ORDER,"EMERGENCY MAINTENANCE/PREVENTATIVE MAINTENANCE FOR UNINTERRUPTIBLE POWER SUPPLY (UPS) SYSTEMS LOCATED AT MAXWELL AFB - GUNTER ANNEX, AL BLDGS. 856&889.","EMERGENCY MAINTENANCE/PREVENTATIVE MAINTENANCE FOR UNINTERRUPTIBLE POWER SUPPLY (UPS) SYSTEMS LOCATED AT MAXWELL AFB - GUNTER ANNEX, AL BLDGS. 856&889.",MAINT/REPAIR/REBUILD OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NO,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE60720FDP0E_0_SPE60719D0063_0,DEPT OF DEFENSE,361.5,2020-06-01,2020-06-01 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"PIKE AVIATION, INC.",ALABAMA,ALABAMA,DELIVERY ORDER,"4550093984!TURBINE FUEL,AVIATION, JAA","4550093984!TURBINE FUEL,AVIATION, JAA","LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",PETROLEUM REFINERIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20FDYU0_0_SPE2DV17D6030_0,DEPT OF DEFENSE,32.92,2020-06-01,2020-06-02 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OWENS & MINOR DISTRIBUTION INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550081879!TRBO REGION 3,4550081879!TRBO REGION 3,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20FDYT9_0_SPE2DV17D6030_0,DEPT OF DEFENSE,4.93,2020-06-01,2020-06-02 00:00:00,Department of Defense,Defense Logistics Agency,,OWENS & MINOR DISTRIBUTION INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550081497!TRBO REGION 3,4550081497!TRBO REGION 3,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20FA2CY_0_SPE2DV17D8703_0,DEPT OF DEFENSE,78.54,2020-06-01,2020-06-02 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,OWENS & MINOR DISTRIBUTION INC,VIRGINIA,VIRGINIA,DELIVERY ORDER,4550079031!TRBO REGION 3,4550079031!TRBO REGION 3,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_N0038319F0NF5_P00002_N0038318GNF01_0,DEPT OF DEFENSE,18144.0,2019-09-04,2020-09-04 00:00:00,Department of Defense,Department of the Navy,,"L3HARRIS TECHNOLOGIES, INC.",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,RECEIVER,RECEIVER,"ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT",BARE PRINTED CIRCUIT BOARD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),1.0,N,YES,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE60720FDP0R_0_SPE60017D0119_0,DEPT OF DEFENSE,2905.07,2020-05-31,2020-05-31 00:00:00,Department of Defense,Defense Logistics Agency,,JACKSONVILLE JETPORT LLC,FLORIDA,FLORIDA,DELIVERY ORDER,"4550094041!TURBINE FUEL,AVIATION, JAA","4550094041!TURBINE FUEL,AVIATION, JAA","LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",PETROLEUM REFINERIES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NO,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,PARTNERSHIP
9700_9700_SPE3SU20F7WBX_0_SPE30018DS334_0,DEPT OF DEFENSE,219.65,2020-02-19,2020-02-19 00:00:00,Department of Defense,Defense Logistics Agency,,"SEASHORE FRUIT & PRODUCE CO., INC.",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,"4549082393!APPLES, CHL,","4549082393!APPLES, CHL,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE3SU20F7WBM_0_SPE30018DS334_0,DEPT OF DEFENSE,312.84,2020-02-19,2020-02-19 00:00:00,Department of Defense,Defense Logistics Agency,,"SEASHORE FRUIT & PRODUCE CO., INC.",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,"4549082473!APPLES, FRESH,","4549082473!APPLES, FRESH,",FRUITS AND VEGETABLES,PERISHABLE PREPARED FOOD MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_W81XWH20F0236_0_W81XWH16D0010_0,DEPT OF DEFENSE,93934.87,2020-06-01,2021-05-31 00:00:00,Department of Defense,Defense Health Agency,,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",VIRGINIA,MARYLAND,DELIVERY ORDER,SUPPORT SERVICES,SUPPORT SERVICES,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_W56ZTN20F0083_0_W56ZTN18D0003_0,DEPT OF DEFENSE,181109.56,2020-06-01,2020-12-15 00:00:00,Department of Defense,Department of the Army,,JADE CREEK CONSTRUCTION LLC,VIRGINIA,MARYLAND,DELIVERY ORDER,THE PURPOSE OF THIS TASK ORDER IS TO REPAIR THE WALLS IN BUILDING 4630-WR# SA000156J.,THE PURPOSE OF THIS TASK ORDER IS TO REPAIR THE WALLS IN BUILDING 4630-WR# SA000156J.,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,NO PREFERENCE USED,,AUTHORIZED BY STATUTE (FAR 6.302-5(A)(2)(I)),,N,YES,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,t,f,f,t,CORPORATE NOT TAX EXEMPT
9700_9700_SPE4A620FD9MG_0_SPE4AX16D9008_0,DEPT OF DEFENSE,88.71,2020-05-29,2020-06-15 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"ASRC FEDERAL FACILITIES LOGISTICS, LLC",NEW JERSEY,NEW JERSEY,DELIVERY ORDER,"4550060853!LUBRICATING OIL,ENG","4550060853!LUBRICATING OIL,ENG","OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",PETROLEUM LUBRICATING OIL AND GREASE MANUFACTURING,FAR 52.223-4 AND FAR 52.223-9 INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2DV20FY088_0_SPE2DV17D9003_0,DEPT OF DEFENSE,877.71,2020-05-29,2020-06-19 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550065817!TRBO REGION 1,4550065817!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE2DV20FW0L0_0_SPE2DV17D8203_0,DEPT OF DEFENSE,723.08,2020-05-29,2020-06-19 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550065610!TRBO REGION 1,4550065610!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE2DV20FV9G3_0_SPE2DV17D8203_0,DEPT OF DEFENSE,30.15,2020-05-29,2020-06-01 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"CARDINAL HEALTH 200, LLC",ILLINOIS,ILLINOIS,DELIVERY ORDER,4550064510!TRBO REGION 1,4550064510!TRBO REGION 1,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES","MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
9700_9700_SPE2D620F4B1P_0_SPE2DE16D0011_0,DEPT OF DEFENSE,173.8,2020-05-29,2020-06-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,BENCO DENTAL SUPPLY CO.,PENNSYLVANIA,PENNSYLVANIA,DELIVERY ORDER,4550077174!SLUGBUSTER LIQ WITH PUMP 1GA,4550077174!SLUGBUSTER LIQ WITH PUMP 1GA,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,16.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F4B0K_0_SPE2DE19D0005_0,DEPT OF DEFENSE,11237.96,2020-05-29,2020-06-09 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,BEACON POINT ASSOCIATES LLC,FLORIDA,FLORIDA,DELIVERY ORDER,4550063750!TPX RECIPROCATING SAW,4550063750!TPX RECIPROCATING SAW,LABORATORY EQUIPMENT AND SUPPLIES,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,16.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F4A8T_0_SPE2DE18D7001_0,DEPT OF DEFENSE,1215.78,2020-05-29,2020-06-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,JOHNSON & JOHNSON HEALTH CARE SYSTEMS INC.,NEW JERSEY,NEW JERSEY,DELIVERY ORDER,4550063868!6.5MM CANNULATED SCREW 32MM THREAD 90MM,4550063868!6.5MM CANNULATED SCREW 32MM THREAD 90MM,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,NOT COMPETED,ONLY ONE SOURCE,NO PREFERENCE USED,,ONLY ONE SOURCE-OTHER (FAR 6.302-1 OTHER),,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
9700_9700_SPE2D620F4A6D_0_SPE2DE18D0009_0,DEPT OF DEFENSE,1388.0,2020-05-29,2020-06-03 00:00:00,Department of Defense,Defense Logistics Agency,26.0: Supplies and materials,"DARBY DENTAL SUPPLY, LLC",NEW YORK,NEW YORK,DELIVERY ORDER,4550063742!DISPERSALLOY REG 2 SPILL (BL)656292,4550063742!DISPERSALLOY REG 2 SPILL (BL)656292,LABORATORY EQUIPMENT AND SUPPLIES,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,NOT IT PRODUCTS OR SERVICES,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,,N,NO,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,f,f,f,f,f,OTHER
