contract_transaction_unique_key,parent_award_agency_name,current_total_value_of_award,period_of_performance_start_date,period_of_performance_potential_end_date,awarding_agency_name,funding_sub_agency_name,object_classes_funding_this_award,recipient_name,recipient_state_name,primary_place_of_performance_state_name,award_type,transaction_description,prime_award_base_transaction_description,product_or_service_code_description,naics_description,recovered_materials_sustainability,information_technology_commercial_item_category,extent_competed,solicitation_procedures,evaluated_preference,fair_opportunity_limited_sources,other_than_full_and_open_competition,number_of_offers_received,clinger_cohen_act_planning_code,materials_supplies_articles_equipment,labor_standards,performance_based_service_acquisition,contingency_humanitarian_or_peacekeeping_operation,woman_owned_business,minority_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,organizational_type
7523_-NONE-_75D30121C12375_P00002_-NONE-_0,,288343.0,2021-09-01,2023-08-31 00:00:00,Department of Health and Human Services,Centers for Disease Control and Prevention,25.5: Research and development contracts,MICHIGAN TECHNOLOGICAL UNIVERSITY,MICHIGAN,MICHIGAN,DEFINITIVE CONTRACT,FY21 BAA MINE HEALTH AND SAFETY BIG DATA ANALYSIS AND TEXT MINING BY MACHINE LEARNING ALGORITHMS,FY21 BAA MINE HEALTH AND SAFETY BIG DATA ANALYSIS AND TEXT MINING BY MACHINE LEARNING ALGORITHMS,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,BASIC RESEARCH,NO PREFERENCE USED,,,55.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
7524_-NONE-_75F40120C00194_P00003_-NONE-_0,,436800.0,2020-09-30,2022-12-31 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.5: Research and development contracts,RESEARCH TRIANGLE INSTITUTE,NORTH CAROLINA,NORTH CAROLINA,DEFINITIVE CONTRACT,BENEFIT-RISK PREFERENCES FOR THE USE OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN IMAGING DIAGNOSTICS,HDDISWP#115 BENEFIT-RISK PREFERENCES FOR THE USE OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING IN IMAGING DIAGNOSTICS,R&D- MEDICAL: HEALTH SERVICES (COMMERCIALIZED),RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,12.0,N,NOT APPLICABLE,NOT APPLICABLE,YES - SERVICE WHERE PBA IS USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7524_-NONE-_75F40122P00056_P00001_-NONE-_0,,24998.0,2022-05-02,2023-05-01 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.1: Advisory and assistance services,LEAD CONSULTING AND SERVICE L.L.C.,ARKANSAS,ARKANSAS,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE (AI) FOR NATURAL LANGUAGE PROCESSING (NLP) - TECHNICAL EXPERT,ARTIFICIAL INTELLIGENCE (AI) FOR NATURAL LANGUAGE PROCESSING (NLP) - TECHNICAL EXPERT,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,2.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,SOLE PROPRIETORSHIP
7505_-NONE-_75A50121C00043_P00005_-NONE-_0,,749000.0,2021-04-30,2024-01-31 00:00:00,Department of Health and Human Services,Office of Assistant Secretary for Preparedness and Response,25.1: Advisory and assistance services,"AGILEMD, INC",CALIFORNIA,CALIFORNIA,DEFINITIVE CONTRACT,"EO14042 AGILEMD - THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITI","THE OVERALL OBJECTIVE OF THIS CONTRACT IS TO FAST TRACK THE DEVELOPMENT AND DEPLOYMENT OF ECART, A CLINICAL DECISION SUPPORT TOOL THAT COMBINES A REAL-TIME MACHINE LEARNING ALGORITHM, WITHIN THE ELECTRONIC HEALTH RECORD OF TEN INITIAL PARTNER HOSPITA",IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,NEGOTIATED PROPOSAL/QUOTE,NO PREFERENCE USED,,,20.0,N,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"PRESIDENTIAL ISSUED EMERGENCY DECLARATION, OR A MAJOR DISASTER DECLARATION",f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7523_-NONE-_75D30121P10648_P00002_-NONE-_0,,248452.0,2021-05-25,2023-08-31 00:00:00,Department of Health and Human Services,Centers for Disease Control and Prevention,25.1: Advisory and assistance services,"NOVA SOUTHEASTERN UNIVERSITY, INC",FLORIDA,FLORIDA,PURCHASE ORDER,MACHINE LEARNING AND NETWORK MODELING IN GULF WAR ILLNESS PARADIGM,MACHINE LEARNING AND NETWORK MODELING IN GULF WAR ILLNESS PARADIGM,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NO,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE TAX EXEMPT
7529_-NONE-_75N95022P00082_P00003_-NONE-_0,,145350.0,2022-01-13,2023-08-15 00:00:00,Department of Health and Human Services,National Institutes of Health,25.6: Medical care,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MARYLAND,MARYLAND,PURCHASE ORDER,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING,MEDICAL- LABORATORY TESTING,TESTING LABORATORIES AND SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
7529_-NONE-_75N95022P00082_P00002_-NONE-_0,,145350.0,2022-01-13,2022-12-31 00:00:00,Department of Health and Human Services,National Institutes of Health,25.6: Medical care,"UNIVERSITY OF MARYLAND, COLLEGE PARK",MARYLAND,MARYLAND,PURCHASE ORDER,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING,DEVELOPMENT OF HARMONIC ANALYSIS AND MACHINE LEARNING,MEDICAL- LABORATORY TESTING,TESTING LABORATORIES AND SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,SAP NON-COMPETITION (FAR 13),1.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,US GOVERNMENT ENTITY
7529_7529_75N92022F00069_P00001_75N92020A00002_0,NATIONAL INSTITUTES OF HEALTH,146657.04,2022-07-28,2023-04-29 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"GAP SOLUTIONS, INC.",VIRGINIA,VIRGINIA,BPA CALL,"MODIFYING 75N92020A00002/75N92022F00069 TO ADD $7,700.00 ADDITIONAL FUNDS (ODC). NEW TOTAL OBLIGATION IS $146,657.04. NO CHANGE TO POP NEEDED. ORIGINAL LANGUAGE FOLLOWS. 22-014977 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE",22-014977 THE NHLBI SYSTEMS BIOLOGY CENTER REQUIRES AN ARTIFICIAL INTELLIGENCE DEVELOPER IN ORDER TO OBTAIN RESEARCH INTO AND KNOWLEDGE OF THE NOVEL PROGRESS IN THE FIELD OF IMAGING AI.,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,FAIR OPPORTUNITY GIVEN,,1.0,N,NOT APPLICABLE,YES,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7524_-NONE-_75F40121P00385_P00004_-NONE-_0,,62000.0,2021-08-10,2026-08-09 00:00:00,Department of Health and Human Services,Food and Drug Administration,25.1: Advisory and assistance services;25.2: Other services from non-Federal sources,HK3 LAB S.R.L.,TRENTO,ARKANSAS,PURCHASE ORDER,ARTIFICIAL INTELLIGENCE TECHNICAL EXPERT,ARTIFICIAL INTELLIGENCE TECHNICAL EXPERT,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO PREFERENCE USED,,,4.0,N,NOT APPLICABLE,NOT APPLICABLE,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,f,f,f,f,f,CORPORATE NOT TAX EXEMPT
7529_4732_75N98120F00011_P00005_47QTCA19D00KK_0,FEDERAL ACQUISITION SERVICE,1664759.0,2020-08-19,2021-11-30 00:00:00,Department of Health and Human Services,National Institutes of Health,25.2: Other services from non-Federal sources,"EXCELOUS, LLC",GEORGIA,DISTRICT OF COLUMBIA,DELIVERY ORDER,"ACCELERATE USES THE COMBINED POWER OF PROVEN EMERGING TECHNOLOGIES SUCH AS BLOCKCHAIN, MACHINE LEARNING, ARTIFICIAL INTELLIGENCE (INSIGHTS TO EMPOWER THE ACQUISITION WORKFORCE AND ENABLE DECISION MAKING), AND ROBOTIC PROCESS AUTOMATION (AUTOMATE MANU","ACCELERATE USES THE COMBINED POWER OF PROVEN EMERGING TECHNOLOGIES SUCH AS BLOCKCHAIN, MACHINE LEARNING, ARTIFICIAL INTELLIGENCE (INSIGHTS TO EMPOWER THE ACQUISITION WORKFORCE AND ENABLE DECISION MAKING), AND ROBOTIC PROCESS AUTOMATION (AUTOMATE MANU","IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",CUSTOM COMPUTER PROGRAMMING SERVICES,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO PREFERENCE USED,SOLE SOURCE,,1.0,Y,NOT APPLICABLE,NO,NO - SERVICE WHERE PBA IS NOT USED.,NOT APPLICABLE,t,t,t,f,f,PARTNERSHIP
